TIME;RPM;MAP;Lambda 1;Lambda target;Short term trim;VE;Charge temp;Fuel pressure;TPS;DBW Target source;Ethanol content;F.ASE correction;
125.680;1102;37;0.880;0.931;-5.062;45.100;38;3.312;5.200;2;25.000;0;
125.720;1101;37;0.879;0.931;-5.062;45.100;38;3.312;5.100;2;25.000;0;
125.760;1101;37;0.880;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
125.800;1099;38;0.882;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
125.840;1104;37;0.882;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
125.880;1105;37;0.881;0.931;-5.062;45.100;38;3.312;5.200;2;25.000;0;
125.920;1105;37;0.884;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
125.960;1109;38;0.884;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
126.000;1111;38;0.883;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
126.040;1115;37;0.883;0.931;-5.062;45.200;39;3.312;5.000;2;25.000;0;
126.080;1115;37;0.883;0.931;-5.062;45.100;38;3.312;5.000;2;25.000;0;
126.120;1113;38;0.884;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
126.160;1114;38;0.884;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
126.200;1115;37;0.884;0.931;-5.062;45.200;39;3.312;5.200;2;25.000;0;
126.240;1115;37;0.884;0.931;-5.062;45.200;38;3.312;5.200;2;25.000;0;
126.280;1120;37;0.881;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
126.320;1119;38;0.882;0.931;-5.062;45.100;38;3.312;5.200;2;25.000;0;
126.360;1123;37;0.886;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
126.400;1123;37;0.885;0.931;-5.062;45.100;38;3.312;5.100;2;25.000;0;
126.440;1119;37;0.881;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
126.480;1113;38;0.881;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
126.520;1106;38;0.885;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
126.560;1106;37;0.887;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
126.600;1108;37;0.885;0.931;-5.062;45.100;38;3.312;5.100;2;25.000;0;
126.640;1110;37;0.884;0.931;-5.062;45.100;39;3.312;5.400;2;25.000;0;
126.680;1113;38;0.883;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
126.720;1113;37;0.885;0.931;-5.062;45.200;39;3.312;5.200;2;25.000;0;
126.760;1115;37;0.891;0.931;-5.062;45.200;39;3.312;5.200;2;25.000;0;
126.800;1124;37;0.889;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
126.840;1125;38;0.886;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
126.880;1125;37;0.890;0.931;-5.062;45.200;39;3.312;5.200;2;25.000;0;
126.920;1126;37;0.891;0.931;-5.062;45.100;38;3.312;5.200;2;25.000;0;
126.960;1126;37;0.890;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
127.000;1127;38;0.891;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
127.040;1127;37;0.891;0.931;-5.062;45.200;39;3.312;5.200;2;25.000;0;
127.080;1129;37;0.890;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
127.120;1129;37;0.891;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
127.160;1123;38;0.890;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
127.200;1123;37;0.889;0.931;-5.062;45.200;39;3.312;5.200;2;25.000;0;
127.240;1121;37;0.888;0.931;-5.062;45.100;38;3.312;5.200;2;25.000;0;
127.280;1118;37;0.889;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
127.320;1121;37;0.889;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
127.360;1121;37;0.888;0.931;-5.062;45.200;39;3.312;5.100;2;25.000;0;
127.400;1122;37;0.888;0.931;-5.062;45.100;39;3.312;5.400;2;25.000;0;
127.440;1123;37;0.888;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
127.480;1124;38;0.890;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
127.520;1124;37;0.891;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
127.560;1126;37;0.890;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
127.600;1130;37;0.891;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
127.640;1134;37;0.893;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
127.680;1134;37;0.893;0.931;-5.062;45.100;39;3.312;5.400;2;25.000;0;
127.720;1133;37;0.892;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
127.760;1131;37;0.894;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
127.800;1129;37;0.896;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
127.840;1129;37;0.895;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
127.880;1127;37;0.895;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
127.920;1129;37;0.894;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
127.960;1131;37;0.893;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
128.000;1131;37;0.892;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
128.040;1125;37;0.891;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
128.080;1120;37;0.889;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
128.120;1119;37;0.890;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
128.160;1119;37;0.890;0.931;-5.062;45.200;39;3.312;5.100;2;25.000;0;
128.200;1125;37;0.888;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
128.240;1123;37;0.890;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
128.280;1117;37;0.892;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
128.320;1117;37;0.890;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
128.360;1119;37;0.890;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
128.400;1125;37;0.890;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
128.440;1121;38;0.892;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
128.480;1121;37;0.894;0.931;-5.062;45.200;39;3.312;5.100;2;25.000;0;
128.520;1120;37;0.896;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
128.560;1119;37;0.896;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
128.600;1122;38;0.895;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
128.640;1122;37;0.894;0.931;-5.062;45.200;39;3.312;5.100;2;25.000;0;
128.680;1123;37;0.893;0.931;-5.062;45.100;38;3.312;5.100;2;25.000;0;
128.720;1125;37;0.896;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
128.760;1126;38;0.896;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
128.800;1126;37;0.894;0.931;-5.062;45.200;38;3.312;5.100;2;25.000;0;
128.840;1125;37;0.892;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
128.880;1123;37;0.893;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
128.920;1116;37;0.893;0.931;-5.062;45.100;39;3.312;5.400;2;25.000;0;
128.960;1116;37;0.891;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
129.000;1103;37;0.890;0.931;-5.062;45.100;38;3.312;5.100;2;25.000;0;
129.040;1101;37;0.887;0.931;-5.062;45.100;40;3.312;5.200;2;25.000;0;
129.080;1094;38;0.887;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
129.120;1094;38;0.885;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
129.160;1094;38;0.885;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
129.200;1091;37;0.888;0.931;-5.062;45.100;38;3.312;5.200;2;25.000;0;
129.240;1091;37;0.890;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
129.280;1088;38;0.891;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
129.320;1092;38;0.892;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
129.360;1103;38;0.893;0.931;-5.062;45.100;40;3.312;5.200;2;25.000;0;
129.400;1103;37;0.893;0.931;-5.062;45.100;38;3.312;5.200;2;25.000;0;
129.440;1110;37;0.893;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
129.480;1116;38;0.893;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
129.520;1116;38;0.893;0.931;-5.062;45.200;39;3.312;5.200;2;25.000;0;
129.560;1116;37;0.895;0.931;-5.062;45.200;39;3.312;5.100;2;25.000;0;
129.600;1120;37;0.895;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
129.640;1123;38;0.895;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
129.680;1119;38;0.896;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
129.720;1119;37;0.896;0.931;-5.062;45.200;39;3.312;5.100;2;25.000;0;
129.760;1119;37;0.895;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
129.800;1121;37;0.893;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
129.840;1126;38;0.893;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
129.880;1126;37;0.893;0.931;-5.062;45.200;39;3.312;5.100;2;25.000;0;
129.920;1125;37;0.892;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
129.960;1124;37;0.893;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
130.000;1129;38;0.896;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
130.040;1129;37;0.894;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
130.080;1131;37;0.894;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
130.120;1137;37;0.894;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
130.160;1136;37;0.894;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
130.200;1136;37;0.897;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
130.240;1133;37;0.899;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
130.280;1138;37;0.900;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
130.320;1146;37;0.897;0.931;-5.062;45.100;40;3.312;5.400;2;25.000;0;
130.360;1146;37;0.896;0.931;-5.062;45.100;39;3.312;5.400;2;25.000;0;
130.400;1148;37;0.902;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
130.440;1148;37;0.902;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
130.480;1145;37;0.899;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
130.520;1145;37;0.899;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
130.560;1146;37;0.899;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
130.600;1142;37;0.899;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
130.640;1142;35;0.899;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
130.680;1142;37;0.896;0.931;-5.062;45.000;39;3.312;5.100;2;25.000;0;
130.720;1142;37;0.896;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
130.760;1141;37;0.897;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
130.800;1129;37;0.896;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
130.840;1125;37;0.892;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
130.880;1125;37;0.896;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
130.920;1122;37;0.896;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
130.960;1128;37;0.892;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
131.000;1124;37;0.894;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
131.040;1124;37;0.894;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
131.080;1118;37;0.894;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
131.120;1117;37;0.894;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
131.160;1123;37;0.894;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
131.200;1123;37;0.895;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
131.240;1121;37;0.896;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
131.280;1122;37;0.896;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
131.320;1118;37;0.893;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
131.360;1118;37;0.893;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
131.400;1122;37;0.893;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
131.440;1124;37;0.893;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
131.480;1119;37;0.896;0.931;-5.062;45.100;39;3.312;5.400;2;25.000;0;
131.520;1119;37;0.896;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
131.560;1118;37;0.892;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
131.600;1124;37;0.884;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
131.640;1125;37;0.884;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
131.680;1125;37;0.887;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
131.720;1129;37;0.888;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
131.760;1125;37;0.889;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
131.800;1126;37;0.888;0.931;-5.062;45.100;39;3.312;5.400;2;25.000;0;
131.840;1126;37;0.887;0.931;-5.062;45.100;39;3.312;5.400;2;25.000;0;
131.880;1124;37;0.887;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
131.920;1126;37;0.889;0.931;-5.062;45.100;39;3.312;5.400;2;25.000;0;
131.960;1130;37;0.888;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
132.000;1130;37;0.887;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
132.040;1134;37;0.888;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
132.080;1132;37;0.887;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
132.120;1134;37;0.887;0.931;-5.062;45.100;40;3.312;5.400;2;25.000;0;
132.160;1134;37;0.889;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
132.200;1136;37;0.888;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
132.240;1140;37;0.890;0.931;-5.062;45.100;39;3.312;5.400;2;25.000;0;
132.280;1139;37;0.890;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
132.320;1139;37;0.888;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
132.360;1143;37;0.888;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
132.400;1143;37;0.887;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
132.440;1141;37;0.886;0.931;-5.062;45.100;39;3.312;5.400;2;25.000;0;
132.480;1141;35;0.886;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
132.520;1136;37;0.884;0.931;-5.062;45.000;39;3.312;5.200;2;25.000;0;
132.560;1130;37;0.884;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
132.600;1132;37;0.883;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
132.640;1132;37;0.882;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
132.680;1140;37;0.883;0.931;-5.062;45.000;41;3.312;5.100;2;25.000;0;
132.720;1140;37;0.882;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
132.760;1139;35;0.881;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
132.800;1139;37;0.887;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
132.840;1139;37;0.895;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
132.880;1146;37;0.892;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
132.920;1147;35;0.886;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
132.960;1145;37;0.882;0.931;-5.062;45.000;40;3.312;5.200;2;25.000;0;
133.000;1145;37;0.883;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
133.040;1137;35;0.884;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
133.080;1137;37;0.882;0.931;-5.062;45.000;39;3.312;5.200;2;25.000;0;
133.120;1138;37;0.884;0.931;-5.062;45.000;42;3.312;5.200;2;25.000;0;
133.160;1138;37;0.886;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
133.200;1142;35;0.886;0.931;-5.062;45.100;40;3.312;5.000;2;25.000;0;
133.240;1137;37;0.885;0.931;-5.062;45.000;41;3.312;5.100;2;25.000;0;
133.280;1136;37;0.882;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
133.320;1136;37;0.881;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
133.360;1132;35;0.883;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
133.400;1132;37;0.884;0.931;-5.062;45.100;41;3.312;5.100;2;25.000;0;
133.440;1119;37;0.882;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
133.480;1119;37;0.881;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
133.520;1112;37;0.881;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
133.560;1102;37;0.882;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
133.600;1104;37;0.881;0.931;-5.062;45.100;40;3.312;5.200;2;25.000;0;
133.640;1104;37;0.882;0.931;-5.062;45.100;40;3.312;5.200;2;25.000;0;
133.680;1101;37;0.886;0.931;-5.062;45.100;40;3.312;5.000;2;25.000;0;
133.720;1099;37;0.883;0.931;-5.062;45.100;39;3.312;5.200;2;25.000;0;
133.760;1098;37;0.881;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
133.800;1098;38;0.884;0.931;-5.062;45.100;40;3.312;5.000;2;25.000;0;
133.840;1100;37;0.884;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
133.880;1102;37;0.884;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
133.920;1102;37;0.884;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
133.960;1107;37;0.885;0.931;-5.062;45.100;40;3.312;5.000;2;25.000;0;
134.000;1102;38;0.885;0.931;-5.062;45.100;40;3.312;5.000;2;25.000;0;
134.040;1103;37;0.886;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
134.080;1103;37;0.888;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
134.120;1105;37;0.887;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
134.160;1114;38;0.887;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
134.200;1122;37;0.887;0.931;-5.062;45.200;39;3.312;5.100;2;25.000;0;
134.240;1122;37;0.887;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
134.280;1126;37;0.887;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
134.320;1129;37;0.887;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
134.360;1137;37;0.886;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
134.400;1137;37;0.886;0.931;-5.062;45.100;40;3.312;5.000;2;25.000;0;
134.440;1138;37;0.886;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
134.480;1134;37;0.885;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
134.520;1134;37;0.884;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
134.560;1134;37;0.885;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
134.600;1134;37;0.887;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
134.640;1139;37;0.887;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
134.680;1143;37;0.885;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
134.720;1143;37;0.884;0.931;-5.062;45.100;40;3.312;5.000;2;25.000;0;
134.760;1144;37;0.888;0.931;-5.062;45.100;41;3.312;5.100;2;25.000;0;
134.800;1147;37;0.889;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
134.840;1148;35;0.888;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
134.880;1150;37;0.889;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
134.920;1150;37;0.891;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
134.960;1152;35;0.891;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
135.000;1149;37;0.888;0.931;-5.062;45.100;40;3.312;5.000;2;25.000;0;
135.040;1138;37;0.890;0.931;-5.062;45.100;41;3.312;5.000;2;25.000;0;
135.080;1138;37;0.891;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
135.120;1129;35;0.887;0.931;-5.062;45.000;39;3.312;5.000;2;25.000;0;
135.160;1126;37;0.887;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
135.200;1122;37;0.887;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
135.240;1122;37;0.884;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
135.280;1112;35;0.885;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
135.320;1109;37;0.885;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
135.360;1107;37;0.885;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
135.400;1107;37;0.887;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
135.440;1107;37;0.887;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
135.480;1104;37;0.888;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
135.520;1106;37;0.888;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
135.560;1106;38;0.886;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
135.600;1109;37;0.888;0.931;-5.062;45.200;39;3.312;5.100;2;25.000;0;
135.640;1113;37;0.890;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
135.680;1113;37;0.890;0.931;-5.062;45.100;40;3.312;4.800;2;25.000;0;
135.720;1110;38;0.892;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
135.760;1111;37;0.892;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
135.800;1110;37;0.892;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
135.840;1110;37;0.894;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
135.880;1113;38;0.894;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
135.920;1112;37;0.891;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
135.960;1111;37;0.890;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
136.000;1111;37;0.891;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
136.040;1109;37;0.893;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
136.080;1108;38;0.894;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
136.120;1104;37;0.892;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
136.160;1104;37;0.889;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
136.200;1097;37;0.890;0.931;-5.062;45.100;38;3.312;5.100;2;25.000;0;
136.240;1096;37;0.891;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
136.280;1099;38;0.891;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
136.320;1099;38;0.889;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
136.360;1095;37;0.888;0.931;-5.062;45.100;40;3.312;5.000;2;25.000;0;
136.400;1096;37;0.889;0.931;-5.062;45.100;38;3.312;5.000;2;25.000;0;
136.440;1099;38;0.893;0.931;-5.062;45.100;40;3.312;4.800;2;25.000;0;
136.480;1099;38;0.892;0.931;-5.062;45.100;40;3.312;5.000;2;25.000;0;
136.520;1103;38;0.890;0.931;-5.062;45.100;40;3.312;5.000;2;25.000;0;
136.560;1103;37;0.891;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
136.600;1103;37;0.893;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
136.640;1112;38;0.893;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
136.680;1113;38;0.896;0.931;-5.062;45.200;40;3.312;5.000;2;25.000;0;
136.720;1118;37;0.896;0.931;-5.062;45.200;39;3.312;5.100;2;25.000;0;
136.760;1118;37;0.896;0.931;-5.062;45.100;40;3.312;4.800;2;25.000;0;
136.800;1121;38;0.897;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
136.840;1122;38;0.896;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
136.880;1116;37;0.896;0.931;-5.062;45.200;39;3.312;5.100;2;25.000;0;
136.920;1116;37;0.898;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
136.960;1123;37;0.898;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
137.000;1120;38;0.897;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
137.040;1113;37;0.897;0.931;-5.062;45.200;39;3.312;5.100;2;25.000;0;
137.080;1113;37;0.898;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
137.120;1118;38;0.896;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
137.160;1122;38;0.894;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
137.200;1122;37;0.895;0.931;-5.062;45.200;39;3.312;5.100;2;25.000;0;
137.240;1122;37;0.897;0.931;-5.062;45.200;39;3.312;5.100;2;25.000;0;
137.280;1122;37;0.900;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
137.320;1123;38;0.901;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
137.360;1134;37;0.899;0.931;-5.062;45.200;39;3.312;5.200;2;25.000;0;
137.400;1134;37;0.899;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
137.440;1136;38;0.899;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
137.480;1138;38;0.905;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
137.520;1135;37;0.906;0.931;-5.062;45.200;40;3.312;5.200;2;25.000;0;
137.560;1135;37;0.906;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
137.600;1137;38;0.907;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
137.640;1137;37;0.908;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
137.680;1138;37;0.911;0.931;-5.062;45.100;39;3.312;5.000;2;25.000;0;
137.720;1138;37;0.906;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
137.760;1130;38;0.903;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
137.800;1133;37;0.906;0.931;-5.062;45.200;39;3.312;5.100;2;25.000;0;
137.840;1136;37;0.906;0.931;-5.062;45.100;40;3.312;5.100;2;25.000;0;
137.880;1138;37;0.906;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
137.920;1138;38;0.905;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
137.960;1134;37;0.907;0.931;-5.062;45.200;39;3.312;5.100;2;25.000;0;
138.000;1130;37;0.906;0.931;-5.062;45.100;39;3.312;5.100;2;25.000;0;
